candidate_domain,candidate_skills,candidate_years_experience,candidate_education,cv_text,job_domain,job_skills,job_years_required,job_description,relevance_score
Réseaux / Systèmes,VPN;Virtualisation;TCP/IP;Sécurité réseau;Switching;Cisco,2,Bac+5 (Master / Ingénieur),"Profil Réseaux / Systèmes avec 2 ans d'expérience. Diplôme : Bac+5 (Master / Ingénieur). Expérience professionnelle de 2 ans incluant l'utilisation de VPN, Virtualisation, TCP/IP, Sécurité réseau, Switching, Cisco dans des projets Réseaux / Systèmes. Qualités personnelles : autonomie, leadership, esprit critique.",Réseaux / Systèmes,DHCP;Switching;Routage;PowerShell,2,"Offre d'emploi : spécialiste Réseaux / Systèmes, expérience minimale de 2 ans. Compétences requises : DHCP, Switching, Routage, PowerShell. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",66.88
Développement Logiciel,SASS;CI/CD;Kubernetes;PostgreSQL;RabbitMQ;Angular;Java;Gradle;CSS;HTML,3,Bac+5 (Master / Ingénieur),"Sarra - Bac+5 (Master / Ingénieur) - 3 années d'expérience professionnelle en Développement Logiciel. A travaillé pendant 3 ans sur des projets liés à Développement Logiciel, en mettant en œuvre SASS, CI/CD, Kubernetes, PostgreSQL, RabbitMQ, Angular, Java, Gradle, CSS, HTML. Qualités personnelles : autonomie, sens de l'organisation, curiosité.",Développement Logiciel,SASS;MySQL;CI/CD;HTML;MongoDB;React;Vue.js,2,"Nous recherchons un profil Développement Logiciel justifiant d'au moins 2 ans d'expérience. Compétences requises : SASS, MySQL, CI/CD, HTML, MongoDB, React, Vue.js. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",69.15
Marketing Digital,Growth Hacking;Réseaux sociaux;Email Marketing;SEA;Google Analytics;SEO;CRM;Copywriting;Facebook Ads;HubSpot;Stratégie digitale;Content Marketing,6,Bac+2 (BTS/DUT),"Profil Marketing Digital avec 6 ans d'expérience. Diplôme : Bac+2 (BTS/DUT). Compétences techniques maîtrisées : Growth Hacking, Réseaux sociaux, Email Marketing, SEA, Google Analytics, SEO, CRM, Copywriting, Facebook Ads, HubSpot, Stratégie digitale, Content Marketing. Domaine principal : Marketing Digital. Qualités personnelles : esprit d'équipe, esprit critique, sens de l'organisation.",Cybersécurité,Cryptographie;Kali Linux;SOC monitoring;Wireshark;OWASP;VPN;Sécurité réseau;SOC,0,"Offre d'emploi : spécialiste Cybersécurité, expérience minimale de 0 ans. Compétences requises : Cryptographie, Kali Linux, SOC monitoring, Wireshark, OWASP, VPN, Sécurité réseau, SOC. Le candidat idéal maîtrise ces technologies et outils dans un contexte Cybersécurité.",53.2
Design UI/UX,UX Writing;Wireframing;Figma;After Effects;Tests utilisateurs;InVision;UI Design;Design System;Adobe XD;Sketch;Accessibilité;Motion Design,8,Bac+5 (Master / Ingénieur),"Nour - Bac+5 (Master / Ingénieur) - 8 années d'expérience professionnelle en Design UI/UX. A travaillé pendant 8 ans sur des projets liés à Design UI/UX, en mettant en œuvre UX Writing, Wireframing, Figma, After Effects, Tests utilisateurs, InVision, UI Design, Design System, Adobe XD, Sketch, Accessibilité, Motion Design. Qualités personnelles : rigueur, adaptabilité, esprit critique.",Design UI/UX,Adobe XD;UI Design;Motion Design;Accessibilité;Design System;InVision;Design Thinking;UX Writing;Tests utilisateurs,0,"Offre d'emploi : spécialiste Design UI/UX, expérience minimale de 0 ans. Compétences requises : Adobe XD, UI Design, Motion Design, Accessibilité, Design System, InVision, Design Thinking, UX Writing, Tests utilisateurs. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",97.43
Finance / Comptabilité,Fiscalité;Power BI;Budgétisation;Modélisation financière;IFRS;Consolidation;SAP;Comptabilité générale;Audit financier;Trésorerie,7,Doctorat (PhD),"Candidat motivé, 7 ans d'expérience en Finance / Comptabilité, Doctorat (PhD). Compétences techniques maîtrisées : Fiscalité, Power BI, Budgétisation, Modélisation financière, IFRS, Consolidation, SAP, Comptabilité générale, Audit financier, Trésorerie. Domaine principal : Finance / Comptabilité. Qualités personnelles : rigueur, curiosité, adaptabilité.",Développement Logiciel,Maven;Node.js;Express;MySQL,1,"Offre d'emploi : spécialiste Développement Logiciel, expérience minimale de 1 ans. Compétences requises : Maven, Node.js, Express, MySQL. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",54.52
Finance / Comptabilité,Consolidation;Contrôle de gestion;Modélisation financière;Analyse financière;Trésorerie;Gestion des risques financiers;SAP,6,Bac+5 (Master / Ingénieur),"Farah, Bac+5 (Master / Ingénieur), 6 ans d'expérience dans le domaine Finance / Comptabilité. Expérience professionnelle de 6 ans incluant l'utilisation de Consolidation, Contrôle de gestion, Modélisation financière, Analyse financière, Trésorerie, Gestion des risques financiers, SAP dans des projets Finance / Comptabilité. Qualités personnelles : esprit d'équipe, gestion du stress, adaptabilité.",Finance / Comptabilité,Budgétisation;Comptabilité générale;Power BI;Analyse financière;Fiscalité,3,"Offre d'emploi : spécialiste Finance / Comptabilité, expérience minimale de 3 ans. Compétences requises : Budgétisation, Comptabilité générale, Power BI, Analyse financière, Fiscalité. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",66.48
Gestion de Projet,Scrum;Agile;Gestion des risques;Kanban;Roadmap produit;Windows Server,7,Bac+2 (BTS/DUT),"Profil Gestion de Projet avec 7 ans d'expérience. Diplôme : Bac+2 (BTS/DUT). Expérience professionnelle de 7 ans incluant l'utilisation de Scrum, Agile, Gestion des risques, Kanban, Roadmap produit, Windows Server dans des projets Gestion de Projet. Qualités personnelles : gestion du stress, résolution de problèmes, créativité.",Gestion de Projet,Jira;Planification;Confluence;Budget projet;Reporting projet;MS Project;PMP;Agile;Kanban,2,"Offre d'emploi : spécialiste Gestion de Projet, expérience minimale de 2 ans. Compétences requises : Jira, Planification, Confluence, Budget projet, Reporting projet, MS Project, PMP, Agile, Kanban. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",60.11
Réseaux / Systèmes,Linux;VMware;Supervision réseau;DNS;DHCP;Switching;UX Writing,1,Bac+3 (Licence),"Profil Réseaux / Systèmes avec 1 ans d'expérience. Diplôme : Bac+3 (Licence). Compétences techniques maîtrisées : Linux, VMware, Supervision réseau, DNS, DHCP, Switching, UX Writing. Domaine principal : Réseaux / Systèmes. Qualités personnelles : résolution de problèmes, leadership, esprit critique.",Cybersécurité,Firewall;Pentest;Analyse de vulnérabilités;SIEM;OWASP;VPN;Kali Linux;IAM;Wireshark;Ethical Hacking,2,"Nous recherchons un profil Cybersécurité justifiant d'au moins 2 ans d'expérience. Compétences requises : Firewall, Pentest, Analyse de vulnérabilités, SIEM, OWASP, VPN, Kali Linux, IAM, Wireshark, Ethical Hacking. Le candidat idéal maîtrise ces technologies et outils dans un contexte Cybersécurité.",34.08
Réseaux / Systèmes,Routage;DHCP;Cisco;Active Directory;VMware;Windows Server;Node.js,3,Bac+5 (Master / Ingénieur),"Nour, Bac+5 (Master / Ingénieur), 3 ans d'expérience dans le domaine Réseaux / Systèmes. Compétences techniques maîtrisées : Routage, DHCP, Cisco, Active Directory, VMware, Windows Server, Node.js. Domaine principal : Réseaux / Systèmes. Qualités personnelles : leadership, esprit critique, esprit d'équipe.",Réseaux / Systèmes,Routage;DNS;Switching;Windows Server;Virtualisation;Linux;PowerShell;Cisco;Active Directory,1,"Nous recherchons un profil Réseaux / Systèmes justifiant d'au moins 1 ans d'expérience. Compétences requises : Routage, DNS, Switching, Windows Server, Virtualisation, Linux, PowerShell, Cisco, Active Directory. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",75.44
Ressources Humaines,Relations sociales;SuccessFactors;SIRH;Workday,7,Doctorat (PhD),"Candidat motivé, 7 ans d'expérience en Ressources Humaines, Doctorat (PhD). Compétences techniques maîtrisées : Relations sociales, SuccessFactors, SIRH, Workday. Domaine principal : Ressources Humaines. Qualités personnelles : rigueur, leadership, créativité.",Ressources Humaines,SIRH;Recrutement;Gestion des talents;SuccessFactors;Marque employeur;Entretien annuel;Droit du travail;Onboarding;GPEC;Relations sociales,0,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 0 ans. Compétences requises : SIRH, Recrutement, Gestion des talents, SuccessFactors, Marque employeur, Entretien annuel, Droit du travail, Onboarding, GPEC, Relations sociales. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",65.69
Ressources Humaines,Entretien annuel;Recrutement;Paie;Workday;SIRH;Formation professionnelle;Onboarding;Relations sociales;Budget projet,4,Bac+2 (BTS/DUT),"Profil Ressources Humaines avec 4 ans d'expérience. Diplôme : Bac+2 (BTS/DUT). Compétences techniques maîtrisées : Entretien annuel, Recrutement, Paie, Workday, SIRH, Formation professionnelle, Onboarding, Relations sociales, Budget projet. Domaine principal : Ressources Humaines. Qualités personnelles : esprit critique, esprit d'équipe, créativité.",Ressources Humaines,Droit du travail;SuccessFactors;SIRH;Onboarding,3,"Poste ouvert dans le domaine Ressources Humaines, 3 ans d'expérience minimum requis. Compétences requises : Droit du travail, SuccessFactors, SIRH, Onboarding. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",65.49
Data Science / Intelligence Artificielle,Tableau;ETL;Deep Learning;PyTorch,2,Doctorat (PhD),"Candidat motivé, 2 ans d'expérience en Data Science / Intelligence Artificielle, Doctorat (PhD). Compétences techniques maîtrisées : Tableau, ETL, Deep Learning, PyTorch. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : communication, gestion du stress, créativité.",Data Science / Intelligence Artificielle,A/B Testing;NLP;Data Visualization;Python;Big Data;NumPy;Deep Learning,0,"Nous recherchons un profil Data Science / Intelligence Artificielle justifiant d'au moins 0 ans d'expérience. Compétences requises : A/B Testing, NLP, Data Visualization, Python, Big Data, NumPy, Deep Learning. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",64.69
Marketing Digital,Community Management;Copywriting;Google Analytics;Marketing Automation,3,Bac+3 (Licence),"Farah - Bac+3 (Licence) - 3 années d'expérience professionnelle en Marketing Digital. A travaillé pendant 3 ans sur des projets liés à Marketing Digital, en mettant en œuvre Community Management, Copywriting, Google Analytics, Marketing Automation. Qualités personnelles : communication, résolution de problèmes, créativité.",Design UI/UX,Design Thinking;Design System;Motion Design;Wireframing;UI Design,2,"Offre d'emploi : spécialiste Design UI/UX, expérience minimale de 2 ans. Compétences requises : Design Thinking, Design System, Motion Design, Wireframing, UI Design. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",43.83
Développement Logiciel,Angular;Git;Kubernetes;SOLID;GraphQL;JavaScript;Redis;Kafka;CI/CD;RabbitMQ;Microservices,2,Bac+2 (BTS/DUT),"Candidat motivé, 2 ans d'expérience en Développement Logiciel, Bac+2 (BTS/DUT). Compétences techniques maîtrisées : Angular, Git, Kubernetes, SOLID, GraphQL, JavaScript, Redis, Kafka, CI/CD, RabbitMQ, Microservices. Domaine principal : Développement Logiciel. Qualités personnelles : résolution de problèmes, esprit critique, gestion du stress.",Développement Logiciel,HTML;Design Patterns;Gradle;RabbitMQ;MongoDB;TypeScript;Docker;GraphQL;CSS,5,"Nous recherchons un profil Développement Logiciel justifiant d'au moins 5 ans d'expérience. Compétences requises : HTML, Design Patterns, Gradle, RabbitMQ, MongoDB, TypeScript, Docker, GraphQL, CSS. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",35.51
DevOps / Cloud,AWS;Infrastructure as Code;Ansible;Grafana;Monitoring;GCP;Helm;Prometheus;Terraform;Load Balancing;Nginx;GitLab CI,2,Doctorat (PhD),"Slim, Doctorat (PhD), 2 ans d'expérience dans le domaine DevOps / Cloud. Expérience professionnelle de 2 ans incluant l'utilisation de AWS, Infrastructure as Code, Ansible, Grafana, Monitoring, GCP, Helm, Prometheus, Terraform, Load Balancing, Nginx, GitLab CI dans des projets DevOps / Cloud. Qualités personnelles : adaptabilité, créativité, esprit critique.",DevOps / Cloud,Infrastructure as Code;Helm;Docker;Kubernetes;Linux;Networking,5,"Poste ouvert dans le domaine DevOps / Cloud, 5 ans d'expérience minimum requis. Compétences requises : Infrastructure as Code, Helm, Docker, Kubernetes, Linux, Networking. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",39.35
Ressources Humaines,GPEC;Droit du travail;Recrutement;Entretien annuel;SIRH;Formation professionnelle;Onboarding;SuccessFactors;Relations sociales;Paie;Workday,0,Bac+3 (Licence),"Rim - Bac+3 (Licence) - 0 années d'expérience professionnelle en Ressources Humaines. A travaillé pendant 0 ans sur des projets liés à Ressources Humaines, en mettant en œuvre GPEC, Droit du travail, Recrutement, Entretien annuel, SIRH, Formation professionnelle, Onboarding, SuccessFactors, Relations sociales, Paie, Workday. Qualités personnelles : sens de l'organisation, communication, leadership.",Ressources Humaines,Marque employeur;SIRH;Workday;Gestion des talents;Paie;Formation professionnelle;GPEC;SuccessFactors,2,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 2 ans d'expérience. Compétences requises : Marque employeur, SIRH, Workday, Gestion des talents, Paie, Formation professionnelle, GPEC, SuccessFactors. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",38.32
Réseaux / Systèmes,VPN;DNS;Windows Server;Switching;Cisco;Virtualisation;Routage;PowerShell,6,Doctorat (PhD),"Profil Réseaux / Systèmes avec 6 ans d'expérience. Diplôme : Doctorat (PhD). Expérience professionnelle de 6 ans incluant l'utilisation de VPN, DNS, Windows Server, Switching, Cisco, Virtualisation, Routage, PowerShell dans des projets Réseaux / Systèmes. Qualités personnelles : adaptabilité, créativité, autonomie.",Réseaux / Systèmes,VPN;Sécurité réseau;DHCP;Virtualisation;Cisco;Switching;Windows Server,7,"Nous recherchons un profil Réseaux / Systèmes justifiant d'au moins 7 ans d'expérience. Compétences requises : VPN, Sécurité réseau, DHCP, Virtualisation, Cisco, Switching, Windows Server. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",78.06
Développement Logiciel,Redis;MongoDB;Java;Spring;Kafka;Git,6,Bac+3 (Licence),"Nour, Bac+3 (Licence), 6 ans d'expérience dans le domaine Développement Logiciel. Expérience professionnelle de 6 ans incluant l'utilisation de Redis, MongoDB, Java, Spring, Kafka, Git dans des projets Développement Logiciel. Qualités personnelles : adaptabilité, autonomie, créativité.",Data Science / Intelligence Artificielle,Feature Engineering;MLOps;Keras;Big Data;PyTorch;scikit-learn;Data Warehousing,1,"Nous recherchons un profil Data Science / Intelligence Artificielle justifiant d'au moins 1 ans d'expérience. Compétences requises : Feature Engineering, MLOps, Keras, Big Data, PyTorch, scikit-learn, Data Warehousing. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",50.7
